Mod:Item:MetaData, Localized Name
tinkerscompendium:td_clasp:0, Boron Nitride Clasp
tinkerscompendium:td_clasp:0, Thorium Clasp
tinkerscompendium:td_clasp:0, Uranium Clasp
tinkerscompendium:td_clasp:0, Magnesium Clasp
tinkerscompendium:td_clasp:0, Chocolate Clasp
tinkerscompendium:td_clasp:0, material.quartzblack.name Clasp
tinkerscompendium:td_clasp:0, Aeonsteel Clasp
tinkerscompendium:td_clasp:0, Queensgold Clasp
tinkerscompendium:td_clasp:0, Dogbearium Clasp
tinkerscompendium:td_clasp:0, Sinisterium Clasp
tinkerscompendium:td_clasp:0, Nihilite Clasp
tinkerscompendium:td_clasp:0, Orichalcum Clasp
tinkerscompendium:td_clasp:0, Pandorium Clasp
tinkerscompendium:td_clasp:0, Rosegold Clasp
tinkerscompendium:td_clasp:0, Platinum Clasp
tinkerscompendium:td_clasp:0, Gold Clasp
tinkerscompendium:td_clasp:0, Valyriansteel Clasp
tinkerscompendium:td_clasp:0, Froststeel Clasp
tinkerscompendium:td_clasp:0, Mithril Clasp
tinkerscompendium:td_clasp:0, Blood Bronze Clasp
tinkerscompendium:td_ringshank:0, Electrical Ring Shank
tinkerscompendium:td_ringshank:0, Energetic Ring Shank
tinkerscompendium:td_ringshank:0, Vibrant Ring Shank
tinkerscompendium:td_ringshank:0, Red Ring Shank
tinkerscompendium:td_ringshank:0, Conductive Ring Shank
tinkerscompendium:td_ringshank:0, Pulsating Ring Shank
tinkerscompendium:td_ringshank:0, Dark Ring Shank
tinkerscompendium:td_ringshank:0, Souled Ring Shank
tinkerscompendium:td_ringshank:0, Ring Shank of the End
tinkerscompendium:td_ringshank:0, Fake-Iron Ring Shank
tinkerscompendium:td_ringshank:0, Wooden Ring Shank
tinkerscompendium:td_ringshank:0, Stone Ring Shank
tinkerscompendium:td_ringshank:0, Flint Ring Shank
tinkerscompendium:td_ringshank:0, Cactus Ring Shank
tinkerscompendium:td_ringshank:0, Bone Ring Shank
tinkerscompendium:td_ringshank:0, Obsidian Ring Shank
tinkerscompendium:td_ringshank:0, Prismarine Ring Shank
tinkerscompendium:td_ringshank:0, End Ring Shank
tinkerscompendium:td_ringshank:0, Paper Ring Shank
tinkerscompendium:td_ringshank:0, Sponge Ring Shank
tinkerscompendium:td_ringshank:0, Firewood Ring Shank
tinkerscompendium:td_ringshank:0, Iron Ring Shank
tinkerscompendium:td_ringshank:0, Pig Iron Ring Shank
tinkerscompendium:td_ringshank:0, Knightslime Ring Shank
tinkerscompendium:td_ringshank:0, Slime Ring Shank
tinkerscompendium:td_ringshank:0, Slime Ring Shank
tinkerscompendium:td_ringshank:0, Magma Slime Ring Shank
tinkerscompendium:td_ringshank:0, Netherrack Ring Shank
tinkerscompendium:td_ringshank:0, Cobalt Ring Shank
tinkerscompendium:td_ringshank:0, Ardite Ring Shank
tinkerscompendium:td_ringshank:0, Manyullyn Ring Shank
tinkerscompendium:td_ringshank:0, Copper Ring Shank
tinkerscompendium:td_ringshank:0, Bronze Ring Shank
tinkerscompendium:td_ringshank:0, Lead Ring Shank
tinkerscompendium:td_ringshank:0, Silver Ring Shank
tinkerscompendium:td_ringshank:0, Electrum Ring Shank
tinkerscompendium:td_ringshank:0, Steel Ring Shank
tinkerscompendium:td_ringshank:0, Blood Infused Wooden Ring Shank
tinkerscompendium:td_ringshank:0, Blood Infused Iron Ring Shank
tinkerscompendium:td_ringshank:0, Prosperity Shard Ring Shank
tinkerscompendium:td_ringshank:0, Soulium Ring Shank
tinkerscompendium:td_ringshank:0, Base Essence Ring Shank
tinkerscompendium:td_ringshank:0, Inferium Ring Shank
tinkerscompendium:td_ringshank:0, Prudentium Ring Shank
tinkerscompendium:td_ringshank:0, Intermedium Ring Shank
tinkerscompendium:td_ringshank:0, Superium Ring Shank
tinkerscompendium:td_ringshank:0, Supremium Ring Shank
tinkerscompendium:td_ringshank:0, Boron Ring Shank
tinkerscompendium:td_ringshank:0, Tough Alloy Ring Shank
tinkerscompendium:td_ringshank:0, Hard Carbon Ring Shank
tinkerscompendium:td_ringshank:0, Boron Nitride Ring Shank
tinkerscompendium:td_ringshank:0, Thorium Ring Shank
tinkerscompendium:td_ringshank:0, Uranium Ring Shank
tinkerscompendium:td_ringshank:0, Magnesium Ring Shank
tinkerscompendium:td_ringshank:0, Chocolate Ring Shank
tinkerscompendium:td_ringshank:0, material.quartzblack.name Ring Shank
tinkerscompendium:td_ringshank:0, Aeonsteel Ring Shank
tinkerscompendium:td_ringshank:0, Queensgold Ring Shank
tinkerscompendium:td_ringshank:0, Dogbearium Ring Shank
tinkerscompendium:td_ringshank:0, Sinisterium Ring Shank
tinkerscompendium:td_ringshank:0, Nihilite Ring Shank
tinkerscompendium:td_ringshank:0, Orichalcum Ring Shank
tinkerscompendium:td_ringshank:0, Pandorium Ring Shank
tinkerscompendium:td_ringshank:0, Rosegold Ring Shank
tinkerscompendium:td_ringshank:0, Platinum Ring Shank
tinkerscompendium:td_ringshank:0, Gold Ring Shank
tinkerscompendium:td_ringshank:0, Valyriansteel Ring Shank
tinkerscompendium:td_ringshank:0, Froststeel Ring Shank
tinkerscompendium:td_ringshank:0, Mithril Ring Shank
tinkerscompendium:td_ringshank:0, Blood Bronze Ring Shank
tinkerscompendium:td_setting:0, Electrical Ring Setting
tinkerscompendium:td_setting:0, Energetic Ring Setting
tinkerscompendium:td_setting:0, Vibrant Ring Setting
tinkerscompendium:td_setting:0, Red Ring Setting
tinkerscompendium:td_setting:0, Conductive Ring Setting
tinkerscompendium:td_setting:0, Pulsating Ring Setting
tinkerscompendium:td_setting:0, Dark Ring Setting
tinkerscompendium:td_setting:0, Souled Ring Setting
tinkerscompendium:td_setting:0, Ring Setting of the End
tinkerscompendium:td_setting:0, Fake-Iron Ring Setting
tinkerscompendium:td_setting:0, Wooden Ring Setting
tinkerscompendium:td_setting:0, Stone Ring Setting
tinkerscompendium:td_setting:0, Flint Ring Setting
tinkerscompendium:td_setting:0, Cactus Ring Setting
tinkerscompendium:td_setting:0, Bone Ring Setting
tinkerscompendium:td_setting:0, Obsidian Ring Setting
tinkerscompendium:td_setting:0, Prismarine Ring Setting
tinkerscompendium:td_setting:0, End Ring Setting
tinkerscompendium:td_setting:0, Paper Ring Setting
tinkerscompendium:td_setting:0, Sponge Ring Setting
tinkerscompendium:td_setting:0, Firewood Ring Setting
tinkerscompendium:td_setting:0, Iron Ring Setting
tinkerscompendium:td_setting:0, Pig Iron Ring Setting
tinkerscompendium:td_setting:0, Knightslime Ring Setting
tinkerscompendium:td_setting:0, Slime Ring Setting
tinkerscompendium:td_setting:0, Slime Ring Setting
tinkerscompendium:td_setting:0, Magma Slime Ring Setting
tinkerscompendium:td_setting:0, Netherrack Ring Setting
tinkerscompendium:td_setting:0, Cobalt Ring Setting
tinkerscompendium:td_setting:0, Ardite Ring Setting
tinkerscompendium:td_setting:0, Manyullyn Ring Setting
tinkerscompendium:td_setting:0, Copper Ring Setting
tinkerscompendium:td_setting:0, Bronze Ring Setting
tinkerscompendium:td_setting:0, Lead Ring Setting
tinkerscompendium:td_setting:0, Silver Ring Setting
tinkerscompendium:td_setting:0, Electrum Ring Setting
tinkerscompendium:td_setting:0, Steel Ring Setting
tinkerscompendium:td_setting:0, Blood Infused Wooden Ring Setting
tinkerscompendium:td_setting:0, Blood Infused Iron Ring Setting
tinkerscompendium:td_setting:0, Prosperity Shard Ring Setting
tinkerscompendium:td_setting:0, Soulium Ring Setting
tinkerscompendium:td_setting:0, Base Essence Ring Setting
tinkerscompendium:td_setting:0, Inferium Ring Setting
tinkerscompendium:td_setting:0, Prudentium Ring Setting
tinkerscompendium:td_setting:0, Intermedium Ring Setting
tinkerscompendium:td_setting:0, Superium Ring Setting
tinkerscompendium:td_setting:0, Supremium Ring Setting
tinkerscompendium:td_setting:0, Boron Ring Setting
tinkerscompendium:td_setting:0, Tough Alloy Ring Setting
tinkerscompendium:td_setting:0, Hard Carbon Ring Setting
tinkerscompendium:td_setting:0, Boron Nitride Ring Setting
tinkerscompendium:td_setting:0, Thorium Ring Setting
tinkerscompendium:td_setting:0, Uranium Ring Setting
tinkerscompendium:td_setting:0, Magnesium Ring Setting
tinkerscompendium:td_setting:0, Chocolate Ring Setting
tinkerscompendium:td_setting:0, material.quartzblack.name Ring Setting
tinkerscompendium:td_setting:0, Aeonsteel Ring Setting
tinkerscompendium:td_setting:0, Queensgold Ring Setting
tinkerscompendium:td_setting:0, Dogbearium Ring Setting
tinkerscompendium:td_setting:0, Sinisterium Ring Setting
tinkerscompendium:td_setting:0, Nihilite Ring Setting
tinkerscompendium:td_setting:0, Orichalcum Ring Setting
tinkerscompendium:td_setting:0, Pandorium Ring Setting
tinkerscompendium:td_setting:0, Rosegold Ring Setting
tinkerscompendium:td_setting:0, Platinum Ring Setting
tinkerscompendium:td_setting:0, Gold Ring Setting
tinkerscompendium:td_setting:0, Valyriansteel Ring Setting
tinkerscompendium:td_setting:0, Froststeel Ring Setting
tinkerscompendium:td_setting:0, Mithril Ring Setting
tinkerscompendium:td_setting:0, Blood Bronze Ring Setting
tinkerscompendium:td_filigree:0, Electrical Filigree
tinkerscompendium:td_filigree:0, Energetic Filigree
tinkerscompendium:td_filigree:0, Vibrant Filigree
tinkerscompendium:td_filigree:0, Red Filigree
tinkerscompendium:td_filigree:0, Conductive Filigree
tinkerscompendium:td_filigree:0, Pulsating Filigree
tinkerscompendium:td_filigree:0, Dark Filigree
tinkerscompendium:td_filigree:0, Souled Filigree
tinkerscompendium:td_filigree:0, Filigree of the End
tinkerscompendium:td_filigree:0, Fake-Iron Filigree
tinkerscompendium:td_filigree:0, Wooden Filigree
tinkerscompendium:td_filigree:0, Stone Filigree
tinkerscompendium:td_filigree:0, Flint Filigree
tinkerscompendium:td_filigree:0, Cactus Filigree
tinkerscompendium:td_filigree:0, Bone Filigree
tinkerscompendium:td_filigree:0, Obsidian Filigree
tinkerscompendium:td_filigree:0, Prismarine Filigree
tinkerscompendium:td_filigree:0, End Filigree
tinkerscompendium:td_filigree:0, Paper Filigree
tinkerscompendium:td_filigree:0, Sponge Filigree
tinkerscompendium:td_filigree:0, Firewood Filigree
tinkerscompendium:td_filigree:0, Iron Filigree
tinkerscompendium:td_filigree:0, Pig Iron Filigree
tinkerscompendium:td_filigree:0, Knightslime Filigree
tinkerscompendium:td_filigree:0, Slime Filigree
tinkerscompendium:td_filigree:0, Slime Filigree
tinkerscompendium:td_filigree:0, Magma Slime Filigree
tinkerscompendium:td_filigree:0, Netherrack Filigree
tinkerscompendium:td_filigree:0, Cobalt Filigree
tinkerscompendium:td_filigree:0, Ardite Filigree
tinkerscompendium:td_filigree:0, Manyullyn Filigree
tinkerscompendium:td_filigree:0, Copper Filigree
tinkerscompendium:td_filigree:0, Bronze Filigree
tinkerscompendium:td_filigree:0, Lead Filigree
tinkerscompendium:td_filigree:0, Silver Filigree
tinkerscompendium:td_filigree:0, Electrum Filigree
tinkerscompendium:td_filigree:0, Steel Filigree
tinkerscompendium:td_filigree:0, Blood Infused Wooden Filigree
tinkerscompendium:td_filigree:0, Blood Infused Iron Filigree
tinkerscompendium:td_filigree:0, Prosperity Shard Filigree
tinkerscompendium:td_filigree:0, Soulium Filigree
tinkerscompendium:td_filigree:0, Base Essence Filigree
tinkerscompendium:td_filigree:0, Inferium Filigree
tinkerscompendium:td_filigree:0, Prudentium Filigree
tinkerscompendium:td_filigree:0, Intermedium Filigree
tinkerscompendium:td_filigree:0, Superium Filigree
tinkerscompendium:td_filigree:0, Supremium Filigree
tinkerscompendium:td_filigree:0, Boron Filigree
tinkerscompendium:td_filigree:0, Tough Alloy Filigree
tinkerscompendium:td_filigree:0, Hard Carbon Filigree
tinkerscompendium:td_filigree:0, Boron Nitride Filigree
tinkerscompendium:td_filigree:0, Thorium Filigree
tinkerscompendium:td_filigree:0, Uranium Filigree
tinkerscompendium:td_filigree:0, Magnesium Filigree
tinkerscompendium:td_filigree:0, Chocolate Filigree
tinkerscompendium:td_filigree:0, material.quartzblack.name Filigree
tinkerscompendium:td_filigree:0, Aeonsteel Filigree
tinkerscompendium:td_filigree:0, Queensgold Filigree
tinkerscompendium:td_filigree:0, Dogbearium Filigree
tinkerscompendium:td_filigree:0, Sinisterium Filigree
tinkerscompendium:td_filigree:0, Nihilite Filigree
tinkerscompendium:td_filigree:0, Orichalcum Filigree
tinkerscompendium:td_filigree:0, Pandorium Filigree
tinkerscompendium:td_filigree:0, Rosegold Filigree
tinkerscompendium:td_filigree:0, Platinum Filigree
tinkerscompendium:td_filigree:0, Gold Filigree
tinkerscompendium:td_filigree:0, Valyriansteel Filigree
tinkerscompendium:td_filigree:0, Froststeel Filigree
tinkerscompendium:td_filigree:0, Mithril Filigree
tinkerscompendium:td_filigree:0, Blood Bronze Filigree
tinkerscompendium:regdummy, Ignore Me
tinkerscompendium:roundshield, Buckler Shield
tinkerscompendium:heatershield, Heater Shield
tinkerscompendium:towershield, Tower Shield
tinkerscompendium:zweihander, Zweihander
tinkerscompendium:shears, Shears
tinkerscompendium:fishingrod, Wooden Fishing Rod
tinkerscompendium:saw, Saw
tinkerscompendium:mallet, Mallet
tinkerscompendium:firedrill, Fire Drill
tinkerscompendium:backpack, item.backpack.name
tinkerscompendium:hood, Hood
tinkerscompendium:shawl, Shawl
tinkerscompendium:robe, Robe
tinkerscompendium:shoes, Shoes
tinkerscompendium:coif, item.tinkerscoif.name
tinkerscompendium:hauberk, item.tinkershauberk.name
tinkerscompendium:chausses, item.tinkerschausses.name
tinkerscompendium:boots, item.tinkersboots.name
tinkerscompendium:helm, Helm
tinkerscompendium:breastplate, Breastplate
tinkerscompendium:grieves, Grieves
tinkerscompendium:sabatons, Sabatons
tinkerscompendium:tabard, [null]
tinkerscompendium:ring, [null]
tinkerscompendium:armorstation, Armor Station
tinkerscompendium:finishinganvil, Finishing Anvil
tinkerscompendium:hammeringtable, Hammering Table
tinkerscompendium:geode_stone, item.geode_stone.name
tinkerscompendium:geode_granite, item.geode_granite.name
tinkerscompendium:geode_diorite, item.geode_diorite.name
tinkerscompendium:geode_andesite, item.geode_andesite.name
tinkerscompendium:geode_endstone, item.geode_endstone.name
tinkerscompendium:geode_netherrack, item.geode_netherrack.name
tinkerscompendium:geode_obsidian, item.geode_obsidian.name
tinkerscompendium:geode_magma, item.geode_magma.name
tinkerscompendium:grassfiber, Grass Fiber
tinkerscompendium:roughspuncord, Roughspun Cord
tinkerscompendium:roughspunitemblock, Roughspun Block
tinkerscompendium:roughspunitemblockroof, tile.roughspunblockroof.name
tinkerscompendium:cotton, item.cotton.name
tinkerscompendium:cottonseed, item.cottonseed.name
tinkerscompendium:cottonyarn:0, Black Cotton Yarn
tinkerscompendium:cottonyarn:1, Red Cotton Yarn
tinkerscompendium:cottonyarn:2, Green Cotton Yarn
tinkerscompendium:cottonyarn:3, Brown Cotton Yarn
tinkerscompendium:cottonyarn:4, Blue Cotton Yarn
tinkerscompendium:cottonyarn:5, Purple Cotton Yarn
tinkerscompendium:cottonyarn:6, Cyan Cotton Yarn
tinkerscompendium:cottonyarn:7, Light Gray Cotton Yarn
tinkerscompendium:cottonyarn:8, Gray Cotton Yarn
tinkerscompendium:cottonyarn:9, Pink Cotton Yarn
tinkerscompendium:cottonyarn:10, Lime Cotton Yarn
tinkerscompendium:cottonyarn:11, Yellow Cotton Yarn
tinkerscompendium:cottonyarn:12, Light Blue Cotton Yarn
tinkerscompendium:cottonyarn:13, Magenta Cotton Yarn
tinkerscompendium:cottonyarn:14, Orange Cotton Yarn
tinkerscompendium:cottonyarn:15, White Cotton Yarn
tinkerscompendium:cottonitemblock:0, tile.cottonblock.white.name
tinkerscompendium:cottonitemblock:1, tile.cottonblock.orange.name
tinkerscompendium:cottonitemblock:2, tile.cottonblock.magenta.name
tinkerscompendium:cottonitemblock:3, tile.cottonblock.lightBlue.name
tinkerscompendium:cottonitemblock:4, tile.cottonblock.yellow.name
tinkerscompendium:cottonitemblock:5, tile.cottonblock.lime.name
tinkerscompendium:cottonitemblock:6, tile.cottonblock.pink.name
tinkerscompendium:cottonitemblock:7, tile.cottonblock.gray.name
tinkerscompendium:cottonitemblock:8, tile.cottonblock.silver.name
tinkerscompendium:cottonitemblock:9, tile.cottonblock.cyan.name
tinkerscompendium:cottonitemblock:10, tile.cottonblock.purple.name
tinkerscompendium:cottonitemblock:11, tile.cottonblock.blue.name
tinkerscompendium:cottonitemblock:12, tile.cottonblock.brown.name
tinkerscompendium:cottonitemblock:13, tile.cottonblock.green.name
tinkerscompendium:cottonitemblock:14, tile.cottonblock.red.name
tinkerscompendium:cottonitemblock:15, tile.cottonblock.black.name
tinkerscompendium:silkyarn:0, item.silkyarn.black.name
tinkerscompendium:silkyarn:1, item.silkyarn.red.name
tinkerscompendium:silkyarn:2, item.silkyarn.green.name
tinkerscompendium:silkyarn:3, item.silkyarn.brown.name
tinkerscompendium:silkyarn:4, item.silkyarn.blue.name
tinkerscompendium:silkyarn:5, item.silkyarn.purple.name
tinkerscompendium:silkyarn:6, item.silkyarn.cyan.name
tinkerscompendium:silkyarn:7, item.silkyarn.silver.name
tinkerscompendium:silkyarn:8, item.silkyarn.gray.name
tinkerscompendium:silkyarn:9, item.silkyarn.pink.name
tinkerscompendium:silkyarn:10, item.silkyarn.lime.name
tinkerscompendium:silkyarn:11, item.silkyarn.yellow.name
tinkerscompendium:silkyarn:12, item.silkyarn.lightBlue.name
tinkerscompendium:silkyarn:13, item.silkyarn.magenta.name
tinkerscompendium:silkyarn:14, item.silkyarn.orange.name
tinkerscompendium:silkyarn:15, item.silkyarn.white.name
tinkerscompendium:silkitemblock:0, tile.silkblock.white.name
tinkerscompendium:silkitemblock:1, tile.silkblock.orange.name
tinkerscompendium:silkitemblock:2, tile.silkblock.magenta.name
tinkerscompendium:silkitemblock:3, tile.silkblock.lightBlue.name
tinkerscompendium:silkitemblock:4, tile.silkblock.yellow.name
tinkerscompendium:silkitemblock:5, tile.silkblock.lime.name
tinkerscompendium:silkitemblock:6, tile.silkblock.pink.name
tinkerscompendium:silkitemblock:7, tile.silkblock.gray.name
tinkerscompendium:silkitemblock:8, tile.silkblock.silver.name
tinkerscompendium:silkitemblock:9, tile.silkblock.cyan.name
tinkerscompendium:silkitemblock:10, tile.silkblock.purple.name
tinkerscompendium:silkitemblock:11, tile.silkblock.blue.name
tinkerscompendium:silkitemblock:12, tile.silkblock.brown.name
tinkerscompendium:silkitemblock:13, tile.silkblock.green.name
tinkerscompendium:silkitemblock:14, tile.silkblock.red.name
tinkerscompendium:silkitemblock:15, tile.silkblock.black.name
tinkerscompendium:ingot_aeonsteel, Aeonsteel Ingot
tinkerscompendium:nugget_aeonsteel, Aeonsteel Nugget
tinkerscompendium:block_aeonsteel, Aeonsteel Block
tinkerscompendium:dust_aeonsteel, Aeonsteel Dust
tinkerscompendium:grain_aeonsteel, Aeonsteel Grains
tinkerscompendium:plate_aeonsteel, Aeonsteel Plate
tinkerscompendium:coin_aeonsteel, Aeonsteel Coin
tinkerscompendium:gear_aeonsteel, Aeonsteel Gear
tinkerscompendium:rod_aeonsteel, Aeonsteel Rod
tinkerscompendium:coil_aeonsteel, item.coil_aeonsteel.name
tinkerscompendium:spring_aeonsteel, item.spring_aeonsteel.name
tinkerscompendium:casing_aeonsteel, item.casing_aeonsteel.name
tinkerscompendium:wire_aeonsteel, item.wire_aeonsteel.name
tinkerscompendium:stake_aeonsteel, Aeonsteel Stake
tinkerscompendium:bars_aeonsteel, Aeonsteel Bars
tinkerscompendium:door_aeonsteel, Aeonsteel Door
tinkerscompendium:trapdoor_aeonsteel, Aeonsteel Trapdoor
tinkerscompendium:ingot_queensgold, Queensgold Ingot
tinkerscompendium:nugget_queensgold, Queensgold Nugget
tinkerscompendium:block_queensgold, Queensgold Block
tinkerscompendium:dust_queensgold, Queensgold Dust
tinkerscompendium:grain_queensgold, Queensgold Grains
